image_name,fold,split
R22-142 IgG_glomerulo_019.png,0,train
R22-142 IgG_glomerulo_026.png,0,train
R22-142 IgG_glomerulo_028.png,0,train
R22-142 IgG_glomerulo_002.png,0,train
R22-142 C1q_glomerulo_026.png,0,train
R22-142 C1q_glomerulo_020.png,0,train
R22-142 C1q_glomerulo_025.png,0,train
R22-142 C1q_glomerulo_006.png,0,train
R22-142 C1q_glomerulo_014.png,0,train
R22-142 C1q_glomerulo_005.png,0,train
R22-142 C1q_glomerulo_001.png,0,train
R22-142 C1q_glomerulo_028.png,0,train
R22-142 C1q_glomerulo_024.png,0,train
R22-142 C1q_glomerulo_022.png,0,train
R22-142 C1q_glomerulo_015.png,0,train
R22-142 C1q_glomerulo_004.png,0,train
R22-142 C1q_glomerulo_003.png,0,train
R22-142 C1q_glomerulo_007.png,0,train
R22-142 C1q_glomerulo_008.png,0,train
R22-142 C1q_glomerulo_018.png,0,train
R22-142 C1q_glomerulo_002.png,0,train
R22-142 C1q_glomerulo_013.png,0,train
R22-142 C1q_glomerulo_011.png,0,train
R22-142 C1q_glomerulo_017.png,0,train
R22-142 C1q_glomerulo_023.png,0,train
R22-142 C1q_glomerulo_012.png,0,train
R22-142 C1q_glomerulo_027.png,0,train
R22-142 C1q_glomerulo_021.png,0,train
R22-142 C1q_glomerulo_019.png,0,train
R22-142 C1q_glomerulo_009.png,0,train
R22-142 C1q_glomerulo_010.png,0,train
R22-142 C1q_glomerulo_016.png,0,train
R22-135 C3_glomerulo_005.png,0,train
R22-135 C3_glomerulo_002.png,0,train
R22-135 C3_glomerulo_006.png,0,train
R22-135 C3_glomerulo_001.png,0,train
R22-135 C3_glomerulo_004.png,0,train
R22-135 C3_glomerulo_003.png,0,train
R23_243_1A1_IGA-FITC_glomerulo_001.png,0,train
R23_243_1A1_LAMBDA-FITC_glomerulo_002.png,0,train
R23_243_1A1_LAMBDA-FITC_glomerulo_003.png,0,train
R23_243_1A1_LAMBDA-FITC_glomerulo_001.png,0,train
R23_243_1A1_KAPPA-FITC_glomerulo_002.png,0,train
R23_243_1A1_KAPPA-FITC_glomerulo_001.png,0,train
R22-189 IgM_glomerulo_007.png,0,train
R22-189 IgM_glomerulo_005.png,0,train
R22-189 IgM_glomerulo_004.png,0,train
R22-189 IgM_glomerulo_001.png,0,train
R22-189 IgM_glomerulo_003.png,0,train
R22-189 IgM_glomerulo_002.png,0,train
R22-189 IgM_glomerulo_006.png,0,train
R22-189 C1q_glomerulo_009.png,0,train
R22-189 C1q_glomerulo_003.png,0,train
R22-189 C1q_glomerulo_006.png,0,train
R22-189 C1q_glomerulo_004.png,0,train
R22-189 C1q_glomerulo_007.png,0,train
R22-189 C1q_glomerulo_008.png,0,train
R22-189 C1q_glomerulo_005.png,0,train
R22-189 C1q_glomerulo_001.png,0,train
R22-189 C1q_glomerulo_002.png,0,train
R22-189 C3_glomerulo_002.png,0,train
R22-189 C3_glomerulo_001.png,0,train
R22-189 C3_glomerulo_003.png,0,train
R22-189 IgG_glomerulo_005.png,0,train
R22-189 IgG_glomerulo_007.png,0,train
R22-189 IgG_glomerulo_008.png,0,train
R22-189 IgG_glomerulo_001.png,0,train
R22-189 IgG_glomerulo_010.png,0,train
R22-189 IgG_glomerulo_006.png,0,train
R22-189 IgG_glomerulo_009.png,0,train
R22-189 IgG_glomerulo_003.png,0,train
R22-189 IgG_glomerulo_002.png,0,train
R22-189 IgG_glomerulo_004.png,0,train
R22-151 IGA_glomerulo_004.png,0,train
R22-151 IGA_glomerulo_005.png,0,train
R22-151 IGA_glomerulo_003.png,0,train
R22-151 IGA_glomerulo_002.png,0,train
R22-151 IGA_glomerulo_010.png,0,train
R22-151 IGA_glomerulo_009.png,0,train
R22-151 IGA_glomerulo_011.png,0,train
R22-151 IGA_glomerulo_006.png,0,train
R22-151 IGA_glomerulo_008.png,0,train
R22-151 IGA_glomerulo_001.png,0,train
R22-151 IGA_glomerulo_007.png,0,train
R22-199 IgA_glomerulo_001.png,0,train
R22-199 IgA_glomerulo_003.png,0,train
R22-199 IgA_glomerulo_002.png,0,train
R22-154 LAMBDA_glomerulo_022.png,0,train
R22-154 LAMBDA_glomerulo_024.png,0,train
R22-154 LAMBDA_glomerulo_003.png,0,train
R22-154 LAMBDA_glomerulo_008.png,0,train
R22-154 LAMBDA_glomerulo_016.png,0,train
R22-154 LAMBDA_glomerulo_021.png,0,train
R22-154 LAMBDA_glomerulo_020.png,0,train
R22-154 LAMBDA_glomerulo_002.png,0,train
R22-154 LAMBDA_glomerulo_017.png,0,train
R22-154 LAMBDA_glomerulo_018.png,0,train
R22-154 LAMBDA_glomerulo_010.png,0,train
R22-154 LAMBDA_glomerulo_007.png,0,train
R22-154 LAMBDA_glomerulo_015.png,0,train
R22-154 LAMBDA_glomerulo_026.png,0,train
R22-154 LAMBDA_glomerulo_001.png,0,train
R22-154 LAMBDA_glomerulo_005.png,0,train
R22-154 LAMBDA_glomerulo_004.png,0,train
R22-154 LAMBDA_glomerulo_019.png,0,train
R22-154 LAMBDA_glomerulo_006.png,0,train
R22-154 LAMBDA_glomerulo_012.png,0,train
R22-154 LAMBDA_glomerulo_023.png,0,train
R22-154 LAMBDA_glomerulo_025.png,0,train
R22-154 LAMBDA_glomerulo_009.png,0,train
R22-154 LAMBDA_glomerulo_014.png,0,train
R22-154 LAMBDA_glomerulo_011.png,0,train
R22-154 LAMBDA_glomerulo_013.png,0,train
R22-154 KAPPA_glomerulo_026.png,0,train
R22-154 KAPPA_glomerulo_013.png,0,train
R22-154 KAPPA_glomerulo_006.png,0,train
R22-154 KAPPA_glomerulo_011.png,0,train
R22-154 KAPPA_glomerulo_024.png,0,train
R22-154 KAPPA_glomerulo_017.png,0,train
R22-154 KAPPA_glomerulo_005.png,0,train
R22-154 KAPPA_glomerulo_009.png,0,train
R22-154 KAPPA_glomerulo_020.png,0,train
R22-154 KAPPA_glomerulo_004.png,0,train
R22-154 KAPPA_glomerulo_014.png,0,train
R22-154 KAPPA_glomerulo_007.png,0,train
R22-154 KAPPA_glomerulo_023.png,0,train
R22-154 KAPPA_glomerulo_012.png,0,train
R22-154 KAPPA_glomerulo_002.png,0,train
R22-154 KAPPA_glomerulo_025.png,0,train
R22-154 KAPPA_glomerulo_027.png,0,train
R22-154 KAPPA_glomerulo_001.png,0,train
R22-154 KAPPA_glomerulo_018.png,0,train
R22-154 KAPPA_glomerulo_029.png,0,train
R22-154 KAPPA_glomerulo_003.png,0,train
R22-154 KAPPA_glomerulo_010.png,0,train
R22-154 KAPPA_glomerulo_019.png,0,train
R22-154 KAPPA_glomerulo_008.png,0,train
R22-154 KAPPA_glomerulo_030.png,0,train
R22-154 KAPPA_glomerulo_015.png,0,train
R22-154 KAPPA_glomerulo_028.png,0,train
R22-154 KAPPA_glomerulo_016.png,0,train
R22-154 KAPPA_glomerulo_022.png,0,train
R22-154 KAPPA_glomerulo_021.png,0,train
R24_17_2A1_C3-FITC_glomerulo_008.png,0,train
R24_17_2A1_C3-FITC_glomerulo_005.png,0,train
R24_17_2A1_C3-FITC_glomerulo_007.png,0,train
R24_17_2A1_C3-FITC_glomerulo_004.png,0,train
R24_17_2A1_C3-FITC_glomerulo_001.png,0,train
R24_17_2A1_C3-FITC_glomerulo_002.png,0,train
R24_17_2A1_C3-FITC_glomerulo_006.png,0,train
R24_17_2A1_C3-FITC_glomerulo_003.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_010.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_008.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_005.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_002.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_006.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_004.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_001.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_013.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_007.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_012.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_009.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_011.png,0,train
R24_17_2A1_IgA-FITC_glomerulo_003.png,0,train
R22-171 IgG_glomerulo_003.png,0,train
R22-171 IgG_glomerulo_005.png,0,train
R22-171 IgG_glomerulo_004.png,0,train
R22-171 IgG_glomerulo_002.png,0,train
R22-171 IgG_glomerulo_001.png,0,train
R24_10_2A1_LAMBDA-FITC_glomerulo_001.png,0,train
R24_10_2A1_LAMBDA-FITC_glomerulo_002.png,0,train
R24_10_2A1_KAPPA-FITC_glomerulo_002.png,0,train
R24_10_2A1_KAPPA-FITC_glomerulo_005.png,0,train
R24_10_2A1_KAPPA-FITC_glomerulo_006.png,0,train
R24_10_2A1_KAPPA-FITC_glomerulo_004.png,0,train
R24_10_2A1_KAPPA-FITC_glomerulo_003.png,0,train
R24_10_2A1_KAPPA-FITC_glomerulo_001.png,0,train
R22-181 IgA_glomerulo_002.png,0,train
R22-181 IgA_glomerulo_001.png,0,train
R22-181 C3_glomerulo_001.png,0,train
R22-183 IgA_glomerulo_001.png,0,train
R22-183 IgA_glomerulo_002.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_010.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_008.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_004.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_002.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_011.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_013.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_009.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_012.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_003.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_007.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_005.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_014.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_001.png,0,train
R23_246_1A1_KAPPA-FITC_glomerulo_006.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_016.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_002.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_015.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_011.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_008.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_013.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_003.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_004.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_009.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_012.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_007.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_005.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_006.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_010.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_014.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_017.png,0,train
R23_246_1A1_C1Q-FITC_glomerulo_001.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_003.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_012.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_005.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_010.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_016.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_008.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_009.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_001.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_002.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_004.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_015.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_011.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_013.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_006.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_014.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_007.png,0,train
R23_246_1A1_IGG-FITC_glomerulo_017.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_010.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_002.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_008.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_003.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_006.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_007.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_012.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_011.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_013.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_009.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_016.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_001.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_015.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_004.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_014.png,0,train
R23_246_1A1_LAMBDA-FITC_glomerulo_005.png,0,train
R23_246_1A1_C3-FITC_glomerulo_010.png,0,train
R23_246_1A1_C3-FITC_glomerulo_005.png,0,train
R23_246_1A1_C3-FITC_glomerulo_011.png,0,train
R23_246_1A1_C3-FITC_glomerulo_008.png,0,train
R23_246_1A1_C3-FITC_glomerulo_006.png,0,train
R23_246_1A1_C3-FITC_glomerulo_013.png,0,train
R23_246_1A1_C3-FITC_glomerulo_004.png,0,train
R23_246_1A1_C3-FITC_glomerulo_009.png,0,train
R23_246_1A1_C3-FITC_glomerulo_012.png,0,train
R23_246_1A1_C3-FITC_glomerulo_003.png,0,train
R23_246_1A1_C3-FITC_glomerulo_002.png,0,train
R23_246_1A1_C3-FITC_glomerulo_007.png,0,train
R23_246_1A1_C3-FITC_glomerulo_001.png,0,train
R22-94 IgG_glomerulo_004.png,0,train
R22-94 IgG_glomerulo_009.png,0,train
R22-94 IgG_glomerulo_005.png,0,train
R22-94 IgG_glomerulo_007.png,0,train
R22-94 IgG_glomerulo_002.png,0,train
R22-94 IgG_glomerulo_006.png,0,train
R22-94 IgG_glomerulo_011.png,0,train
R22-94 IgG_glomerulo_003.png,0,train
R22-94 IgG_glomerulo_010.png,0,train
R22-94 IgG_glomerulo_001.png,0,train
R22-94 IgG_glomerulo_008.png,0,train
R22-94 C3_glomerulo_004.png,0,train
R22-94 C3_glomerulo_005.png,0,train
R22-94 C3_glomerulo_003.png,0,train
R22-94 C3_glomerulo_001.png,0,train
R22-94 C3_glomerulo_006.png,0,train
R22-94 C3_glomerulo_002.png,0,train
R22-210 IgG_glomerulo_001.png,0,train
R22-210 IgG_glomerulo_003.png,0,train
R22-210 IgG_glomerulo_002.png,0,train
R22-107 IgA_glomerulo_002.png,0,train
R22-107 IgA_glomerulo_001.png,0,train
R22-104 C3_glomerulo_005.png,0,train
R22-104 C3_glomerulo_001.png,0,train
R22-104 C3_glomerulo_004.png,0,train
R22-104 C3_glomerulo_003.png,0,train
R22-104 C3_glomerulo_006.png,0,train
R22-104 C3_glomerulo_007.png,0,train
R22-104 C3_glomerulo_008.png,0,train
R22-104 C3_glomerulo_009.png,0,train
R22-104 C3_glomerulo_002.png,0,train
R22-104 IgG_glomerulo_008.png,0,train
R22-104 IgG_glomerulo_002.png,0,train
R22-104 IgG_glomerulo_004.png,0,train
R22-104 IgG_glomerulo_005.png,0,train
R22-104 IgG_glomerulo_003.png,0,train
R22-104 IgG_glomerulo_010.png,0,train
R22-104 IgG_glomerulo_009.png,0,train
R22-104 IgG_glomerulo_006.png,0,train
R22-104 IgG_glomerulo_007.png,0,train
R22-104 IgG_glomerulo_001.png,0,train
R23_224_2A1_IgA-FITC_glomerulo_001.png,0,train
R23_224_2A1_IgA-FITC_glomerulo_002.png,0,train
R22-192 IgA_glomerulo_001.png,0,train
R22-177 KAPPA_glomerulo_003.png,0,train
R22-177 KAPPA_glomerulo_002.png,0,train
R22-177 KAPPA_glomerulo_001.png,0,train
R22-177 LAMBDA_glomerulo_002.png,0,train
R22-177 LAMBDA_glomerulo_001.png,0,train
R23_278_2A1_LAMBDA-FITC_glomerulo_001.png,0,train
R23_278_2A1_LAMBDA-FITC_glomerulo_004.png,0,train
R23_278_2A1_LAMBDA-FITC_glomerulo_003.png,0,train
R23_278_2A1_LAMBDA-FITC_glomerulo_002.png,0,train
R23_278_2A1_ KAPPA-FITC_glomerulo_004.png,0,train
R23_278_2A1_ KAPPA-FITC_glomerulo_002.png,0,train
R23_278_2A1_ KAPPA-FITC_glomerulo_001.png,0,train
R23_278_2A1_ KAPPA-FITC_glomerulo_003.png,0,train
R23_278_2A1_ KAPPA-FITC_glomerulo_005.png,0,train
R24_14_2A1_IgG-FITC_glomerulo_004.png,0,train
R24_14_2A1_IgG-FITC_glomerulo_005.png,0,train
R24_14_2A1_IgG-FITC_glomerulo_008.png,0,train
R24_14_2A1_IgG-FITC_glomerulo_003.png,0,train
R24_14_2A1_IgG-FITC_glomerulo_002.png,0,train
R24_14_2A1_IgG-FITC_glomerulo_007.png,0,train
R24_14_2A1_IgG-FITC_glomerulo_006.png,0,train
R24_14_2A1_IgG-FITC_glomerulo_001.png,0,train
R24_14_2A1_C1q-FITC_glomerulo_005.png,0,train
R24_14_2A1_C1q-FITC_glomerulo_002.png,0,train
R24_14_2A1_C1q-FITC_glomerulo_004.png,0,train
R24_14_2A1_C1q-FITC_glomerulo_006.png,0,train
R24_14_2A1_C1q-FITC_glomerulo_003.png,0,train
R24_14_2A1_C1q-FITC_glomerulo_007.png,0,train
R24_14_2A1_C1q-FITC_glomerulo_009.png,0,train
R24_14_2A1_C1q-FITC_glomerulo_008.png,0,train
R24_14_2A1_C1q-FITC_glomerulo_010.png,0,train
R24_14_2A1_C1q-FITC_glomerulo_001.png,0,train
R24_14_2A1_IgM-FITC_glomerulo_008.png,0,train
R24_14_2A1_IgM-FITC_glomerulo_007.png,0,train
R24_14_2A1_IgM-FITC_glomerulo_003.png,0,train
R24_14_2A1_IgM-FITC_glomerulo_005.png,0,train
R24_14_2A1_IgM-FITC_glomerulo_004.png,0,train
R24_14_2A1_IgM-FITC_glomerulo_006.png,0,train
R24_14_2A1_IgM-FITC_glomerulo_002.png,0,train
R24_14_2A1_IgM-FITC_glomerulo_001.png,0,train
R24_14_2A1_IgA-FITC_glomerulo_006.png,0,train
R24_14_2A1_IgA-FITC_glomerulo_007.png,0,train
R24_14_2A1_IgA-FITC_glomerulo_008.png,0,train
R24_14_2A1_IgA-FITC_glomerulo_001.png,0,train
R24_14_2A1_IgA-FITC_glomerulo_002.png,0,train
R24_14_2A1_IgA-FITC_glomerulo_004.png,0,train
R24_14_2A1_IgA-FITC_glomerulo_009.png,0,train
R24_14_2A1_IgA-FITC_glomerulo_003.png,0,train
R24_14_2A1_IgA-FITC_glomerulo_005.png,0,train
R24_14_2A1_C3-FITC_glomerulo_004.png,0,train
R24_14_2A1_C3-FITC_glomerulo_002.png,0,train
R24_14_2A1_C3-FITC_glomerulo_006.png,0,train
R24_14_2A1_C3-FITC_glomerulo_005.png,0,train
R24_14_2A1_C3-FITC_glomerulo_001.png,0,train
R24_14_2A1_C3-FITC_glomerulo_007.png,0,train
R24_14_2A1_C3-FITC_glomerulo_003.png,0,train
R24_14_2A1_C3-FITC_glomerulo_008.png,0,train
R24_14_2A1_C3-FITC_glomerulo_009.png,0,train
R22-152 IGA_glomerulo_011.png,0,train
R22-152 IGA_glomerulo_012.png,0,train
R22-152 IGA_glomerulo_008.png,0,train
R22-152 IGA_glomerulo_018.png,0,train
R22-152 IGA_glomerulo_009.png,0,train
R22-152 IGA_glomerulo_003.png,0,train
R22-152 IGA_glomerulo_001.png,0,train
R22-152 IGA_glomerulo_020.png,0,train
R22-152 IGA_glomerulo_005.png,0,train
R22-152 IGA_glomerulo_016.png,0,train
R22-152 IGA_glomerulo_004.png,0,train
R22-152 IGA_glomerulo_015.png,0,train
R22-152 IGA_glomerulo_013.png,0,train
R22-152 IGA_glomerulo_017.png,0,train
R22-152 IGA_glomerulo_021.png,0,train
R22-152 IGA_glomerulo_006.png,0,train
R22-152 IGA_glomerulo_010.png,0,train
R22-152 IGA_glomerulo_019.png,0,train
R22-152 IGA_glomerulo_007.png,0,train
R22-152 IGA_glomerulo_014.png,0,train
R22-152 IGA_glomerulo_002.png,0,train
R22-193 C3_glomerulo_001.png,0,train
R22-193 C3_glomerulo_002.png,0,train
R22-163 C3_glomerulo_004.png,0,train
R22-163 C3_glomerulo_001.png,0,train
R22-163 C3_glomerulo_002.png,0,train
R22-163 C3_glomerulo_003.png,0,train
R22-163 C3_glomerulo_005.png,0,train
R23_187_2A1_IgA-FITC_glomerulo_001.png,0,train
R23_187_2A1_IgA-FITC_glomerulo_002.png,0,train
