Glom_name,Prediction_['SEGM']
R22-205 C1q_glomerulo_003.png,0
R22-205 C1q_glomerulo_001.png,0
R22-205 C3_glomerulo_005.png,0
R22-205 C3_glomerulo_004.png,0
R22-205 C3_glomerulo_002.png,0
R22-205 C3_glomerulo_003.png,0
R22-205 C3_glomerulo_001.png,0
R22-205 C3_glomerulo_006.png,0
R22-106 IgG_glomerulo_003.png,0
R22-106 IgG_glomerulo_006.png,0
R22-106 IgG_glomerulo_005.png,0
R22-106 IgG_glomerulo_001.png,0
R22-106 IgG_glomerulo_002.png,0
R22-106 IgG_glomerulo_004.png,0
R24_27_2A1_IgA-FITC_glomerulo_002.png,0
R24_27_2A1_IgA-FITC_glomerulo_004.png,0
R24_27_2A1_IgA-FITC_glomerulo_003.png,0
R24_27_2A1_IgA-FITC_glomerulo_001.png,0
R24_27_2A1_IgM-FITC_glomerulo_002.png,0
R24_27_2A1_IgM-FITC_glomerulo_001.png,0
R24_27_2A1_IgM-FITC_glomerulo_003.png,0
R24_27_2A1_IgG-FITC_glomerulo_004.png,0
R24_27_2A1_IgG-FITC_glomerulo_001.png,1
R24_27_2A1_IgG-FITC_glomerulo_003.png,1
R24_27_2A1_IgG-FITC_glomerulo_002.png,1
R24_27_2A1_C1q-FITC_glomerulo_004.png,0
R24_27_2A1_C1q-FITC_glomerulo_002.png,1
R24_27_2A1_C1q-FITC_glomerulo_003.png,0
R24_27_2A1_C1q-FITC_glomerulo_001.png,0
R22-172 IgG_glomerulo_001.png,0
R22-172 IgG_glomerulo_003.png,0
R22-172 IgG_glomerulo_004.png,0
R22-172 IgG_glomerulo_005.png,0
R22-172 IgG_glomerulo_002.png,0
R22-172 IgG_glomerulo_006.png,0
R22-172 IgG_glomerulo_007.png,0
R23_236_1A1_C3-FITC_glomerulo_002.png,0
R23_236_1A1_C3-FITC_glomerulo_005.png,0
R23_236_1A1_C3-FITC_glomerulo_006.png,0
R23_236_1A1_C3-FITC_glomerulo_007.png,0
R23_236_1A1_C3-FITC_glomerulo_004.png,0
R23_236_1A1_C3-FITC_glomerulo_008.png,0
R23_236_1A1_C3-FITC_glomerulo_001.png,0
R23_236_1A1_C3-FITC_glomerulo_003.png,0
R22-168 C3_glomerulo_003.png,1
R22-168 C3_glomerulo_006.png,0
R22-168 C3_glomerulo_007.png,0
R22-168 C3_glomerulo_004.png,0
R22-168 C3_glomerulo_008.png,0
R22-168 C3_glomerulo_005.png,0
R22-168 C3_glomerulo_001.png,0
R22-168 C3_glomerulo_002.png,0
R23_203_1A1_IgG_IND-FITC_glomerulo_010.png,0
R23_203_1A1_IgG_IND-FITC_glomerulo_003.png,0
R23_203_1A1_IgG_IND-FITC_glomerulo_009.png,0
R23_203_1A1_IgG_IND-FITC_glomerulo_001.png,0
R23_203_1A1_IgG_IND-FITC_glomerulo_011.png,1
R23_203_1A1_IgG_IND-FITC_glomerulo_007.png,1
R23_203_1A1_IgG_IND-FITC_glomerulo_006.png,1
R23_203_1A1_IgG_IND-FITC_glomerulo_004.png,0
R23_203_1A1_IgG_IND-FITC_glomerulo_002.png,0
R23_203_1A1_IgG_IND-FITC_glomerulo_008.png,0
R23_203_1A1_IgG_IND-FITC_glomerulo_005.png,1
R23_242_2A1_LAMBDA-FITC_glomerulo_015.png,0
R23_242_2A1_LAMBDA-FITC_glomerulo_009.png,1
R23_242_2A1_LAMBDA-FITC_glomerulo_005.png,0
R23_242_2A1_LAMBDA-FITC_glomerulo_014.png,0
R23_242_2A1_LAMBDA-FITC_glomerulo_004.png,1
R23_242_2A1_LAMBDA-FITC_glomerulo_010.png,1
R23_242_2A1_LAMBDA-FITC_glomerulo_007.png,0
R23_242_2A1_LAMBDA-FITC_glomerulo_003.png,1
R23_242_2A1_LAMBDA-FITC_glomerulo_013.png,0
R23_242_2A1_LAMBDA-FITC_glomerulo_006.png,0
R23_242_2A1_LAMBDA-FITC_glomerulo_001.png,1
R23_242_2A1_LAMBDA-FITC_glomerulo_002.png,1
R23_242_2A1_LAMBDA-FITC_glomerulo_011.png,1
R23_242_2A1_LAMBDA-FITC_glomerulo_012.png,0
R23_242_2A1_LAMBDA-FITC_glomerulo_008.png,0
R23_242_2A1_IgM-FITC_glomerulo_001.png,0
R23_242_2A1_IgM-FITC_glomerulo_005.png,0
R23_242_2A1_IgM-FITC_glomerulo_004.png,0
R23_242_2A1_IgM-FITC_glomerulo_002.png,0
R23_242_2A1_IgM-FITC_glomerulo_006.png,0
R23_242_2A1_IgM-FITC_glomerulo_007.png,0
R23_242_2A1_IgM-FITC_glomerulo_003.png,0
R23_242_2A1_C3-FITC_glomerulo_010.png,0
R23_242_2A1_C3-FITC_glomerulo_005.png,0
R23_242_2A1_C3-FITC_glomerulo_008.png,0
R23_242_2A1_C3-FITC_glomerulo_007.png,0
R23_242_2A1_C3-FITC_glomerulo_004.png,0
R23_242_2A1_C3-FITC_glomerulo_009.png,0
R23_242_2A1_C3-FITC_glomerulo_006.png,0
R23_242_2A1_C3-FITC_glomerulo_001.png,0
R23_242_2A1_C3-FITC_glomerulo_002.png,0
R23_242_2A1_C3-FITC_glomerulo_003.png,0
R23_242_2A1_C1q-FITC_glomerulo_003.png,0
R23_242_2A1_C1q-FITC_glomerulo_007.png,0
R23_242_2A1_C1q-FITC_glomerulo_004.png,0
R23_242_2A1_C1q-FITC_glomerulo_005.png,0
R23_242_2A1_C1q-FITC_glomerulo_006.png,0
R23_242_2A1_C1q-FITC_glomerulo_001.png,0
R23_242_2A1_C1q-FITC_glomerulo_002.png,0
R23_242_2A1_KAPPA-FITC_glomerulo_005.png,0
R23_242_2A1_KAPPA-FITC_glomerulo_003.png,0
R23_242_2A1_KAPPA-FITC_glomerulo_006.png,0
R23_242_2A1_KAPPA-FITC_glomerulo_002.png,0
R23_242_2A1_KAPPA-FITC_glomerulo_011.png,0
R23_242_2A1_KAPPA-FITC_glomerulo_010.png,1
R23_242_2A1_KAPPA-FITC_glomerulo_009.png,0
R23_242_2A1_KAPPA-FITC_glomerulo_008.png,0
R23_242_2A1_KAPPA-FITC_glomerulo_007.png,0
R23_242_2A1_KAPPA-FITC_glomerulo_004.png,0
R23_242_2A1_KAPPA-FITC_glomerulo_001.png,0
R24_32_1A1_C1Q-FITC_glomerulo_006.png,0
R24_32_1A1_C1Q-FITC_glomerulo_001.png,0
R24_32_1A1_C1Q-FITC_glomerulo_005.png,0
R24_32_1A1_C1Q-FITC_glomerulo_004.png,0
R24_32_1A1_C1Q-FITC_glomerulo_002.png,0
R24_32_1A1_C1Q-FITC_glomerulo_003.png,0
R23_250_2A1_IgG-FITC_glomerulo_002.png,0
R23_250_2A1_IgG-FITC_glomerulo_001.png,0
R23_250_2A1_C3-FITC_glomerulo_001.png,0
R24_03_1A1_C1Q-FITC_glomerulo_020.png,0
R24_03_1A1_C1Q-FITC_glomerulo_007.png,0
R24_03_1A1_C1Q-FITC_glomerulo_012.png,0
R24_03_1A1_C1Q-FITC_glomerulo_017.png,0
R24_03_1A1_C1Q-FITC_glomerulo_013.png,0
R24_03_1A1_C1Q-FITC_glomerulo_002.png,0
R24_03_1A1_C1Q-FITC_glomerulo_001.png,0
R24_03_1A1_C1Q-FITC_glomerulo_009.png,0
R24_03_1A1_C1Q-FITC_glomerulo_008.png,0
R24_03_1A1_C1Q-FITC_glomerulo_019.png,0
R24_03_1A1_C1Q-FITC_glomerulo_011.png,0
R24_03_1A1_C1Q-FITC_glomerulo_016.png,0
R24_03_1A1_C1Q-FITC_glomerulo_006.png,0
R24_03_1A1_C1Q-FITC_glomerulo_014.png,0
R24_03_1A1_C1Q-FITC_glomerulo_010.png,0
R24_03_1A1_C1Q-FITC_glomerulo_021.png,0
R24_03_1A1_C1Q-FITC_glomerulo_015.png,0
R24_03_1A1_C1Q-FITC_glomerulo_005.png,0
R24_03_1A1_C1Q-FITC_glomerulo_018.png,0
R24_03_1A1_C1Q-FITC_glomerulo_003.png,0
R24_03_1A1_C1Q-FITC_glomerulo_004.png,0
R24_03_1A1_IGA-FITC_glomerulo_003.png,0
R24_03_1A1_IGA-FITC_glomerulo_005.png,0
R24_03_1A1_IGA-FITC_glomerulo_002.png,0
R24_03_1A1_IGA-FITC_glomerulo_001.png,0
R24_03_1A1_IGA-FITC_glomerulo_004.png,0
R24_03_1A1_C3-FITC_glomerulo_001.png,0
R24_03_1A1_C3-FITC_glomerulo_002.png,0
R22-90 C3_glomerulo_003.png,0
R22-90 C3_glomerulo_001.png,0
R22-90 C3_glomerulo_006.png,0
R22-90 C3_glomerulo_004.png,0
R22-90 C3_glomerulo_009.png,0
R22-90 C3_glomerulo_007.png,0
R22-90 C3_glomerulo_005.png,0
R22-90 C3_glomerulo_008.png,0
R22-90 C3_glomerulo_010.png,1
R22-90 C3_glomerulo_002.png,0
R22-90 IgG_glomerulo_007.png,0
R22-90 IgG_glomerulo_004.png,0
R22-90 IgG_glomerulo_005.png,0
R22-90 IgG_glomerulo_009.png,0
R22-90 IgG_glomerulo_008.png,0
R22-90 IgG_glomerulo_006.png,0
R22-90 IgG_glomerulo_001.png,0
R22-90 IgG_glomerulo_003.png,0
R22-90 IgG_glomerulo_002.png,0
R22-162 IgA_glomerulo_001.png,0
R22-157 C3_glomerulo_004.png,1
R22-157 C3_glomerulo_001.png,0
R22-157 C3_glomerulo_003.png,0
R22-157 C3_glomerulo_002.png,0
R22-157 IgA_glomerulo_006.png,0
R22-157 IgA_glomerulo_004.png,0
R22-157 IgA_glomerulo_005.png,0
R22-157 IgA_glomerulo_001.png,0
R22-157 IgA_glomerulo_002.png,0
R22-157 IgA_glomerulo_003.png,0
